"ISIN","Company","Country"
"US55955D1000","Magnite Inc","United States of America"
"SE0009414576","Oncopeptides AB","Sweden"
"CNE100002GM3","Shandong Linglong Tyre Co Ltd","China"
"CNE100000WY9","Hangzhou Robam Appliances Co Ltd","China"
"CNE100001QQ5","Midea Group Co Ltd","China"
"US05367P1003","Avid Technology Inc","United States of America"
"HK0000311099","China Resources Pharmaceutical Group Ltd","Hong Kong"
"CNE100000F46","China State Construction Engineering Corp Ltd","China"
"DE000WACK012","Wacker Neuson SE","Germany"
"BE0974310428","X Fab Silicon Foundries EV","Belgium"
"CNE100000KC0","China National Chemical Engineering Co Ltd","China"
"CNE100000W94","Shenzhen Sunway Communication Co Ltd","China"
"CNE1000031K4","WuXi AppTec Co Ltd","China"
"CNE100003G67","Shenzhen Mindray Bio-Medical Electronics Co Ltd","China"
"NL0010832176","argenx SE","Netherlands"
"CNE100000H44","Lepu Medical Technology Beijing Co Ltd","China"
"CNE100000GS4","EVE Energy Co Ltd","China"
"CNE100000N79","Suzhou Dongshan Precision Manufacturing Co Ltd","China"
"CNE100000HP8","Guangdong Haid Group Co Ltd","China"
"CNE100000GQ8","Wangsu Science & Technology Co Ltd","China"
"CNE100000TP3","Luxshare Precision Industry Co Ltd","China"
"US29975E1091","Eventbrite Inc","United States of America"
"CNE100002K47","Guangzhou Shiyuan Electronic Technology Co Ltd","China"
"CNE1000018W6","Perfect World Co Ltd","China"
"CNE100002RB3","Oppein Home Group Inc","China"
"CNE1000010N2","Wuhu Sanqi Interactive Entertainment Network Technology Group Co Ltd","China"
"CNE100003373","Shennan Circuits Co Ltd","China"
"CNE100000W60","Rongsheng Petrochemical Co Ltd","China"
"CNE100001104","Zhejiang Semir Garment Co Ltd","China"
"CNE100002FV6","Shandong Buchang Pharmaceuticals Co Ltd","China"
"CNE1000015L5","Lingyi iTech Guangdong Co","China"
"CNE100000ML7","NAURA Technology Group Co Ltd","China"
"CNE100000J75","China Shipbuilding Industry Co Ltd","China"
"CNE100000JG3","Hithink RoyalFlush Information Network Co Ltd","China"
"CNE100000KD8","Zhejiang Chint Electrics Co Ltd","China"
"CNE100000L63","S.F. Holding Co Ltd","China"
"CNE100000MJ1","China TransInfo Technology Co Ltd","China"
"CNE100000MD4","East Money Information Co Ltd","China"
"GB00B61D1Y04","EMIS Group PLC","United Kingdom"
"CNE100001641","Offcn Education Technology Co Ltd","China"
"SE0008294953","Paradox Interactive AB (publ)","Sweden"
"CNE100000PH8","Glodon Co Ltd","China"
"US03753U1060","Apellis Pharmaceuticals Inc","United States of America"
"CNE100000QJ2","Venustech Group Inc","China"
"KYG2157Q1029","China Lesso Group Holdings Ltd","China"
"CNE100002DD9","Betta Pharmaceuticals Co Ltd","China"
"US87166L1008","Synlogic Inc","United States of America"
"CNE100000S33","OFILM Group Co Ltd","China"
"BE0974283153","Mithra Pharmaceuticals SA","Belgium"
"CNE100000V46","Shenzhen Inovance Technology Co Ltd","China"
"US0453961080","Assembly Biosciences Inc","United States of America"
"US2575541055","Domo Inc","United States of America"
"CNE1000010R3","Giant Network Group Co Ltd","China"
"US92337C1045","Verastem Inc","Unable to resolve all requested identifiers."
"KYG211501005","China Hongqiao Group Ltd","China"
"GB00BBT32N39","Frontier Developments PLC","United Kingdom"
"SE0006422390","Thule Group AB","Sweden"
"CNE1000017G1","Power Construction Corporation of China Ltd","China"
"US00773U1088","Adverum Biotechnologies Inc","United States of America"
"KYG8232Y1017","Smart Global Holdings Inc","United States of America"
"LU0633102719","Samsonite International SA","Luxembourg"
"US02156B1035","Alteryx Inc","United States of America"
"LU1092234845","Orion SA","Luxembourg"
"CNE100001FR6","LONGi Green Energy Technology Co Ltd","China"
"SE0007692850","Camurus AB","Sweden"
"US6033801068","Minerva Neurosciences Inc","Unable to resolve all requested identifiers."
"US3621LQ1099","G1 Therapeutics Inc","United States of America"
"IL0011407140","Urogen Pharma Ltd","Israel"
"US05278C1071","Autohome Inc","China"
"US72352L1061","Pinterest Inc","United States of America"
"CNE100002XM8","Will Semiconductor Co Ltd Shanghai","China"
"US98980G1022","Zscaler Inc","United States of America"
"CNE100001YW7","Lens Technology Co Ltd","China"
"CNE1000022N7","China National Nuclear Power Co Ltd","China"
"CNE100002896","China Nuclear Engineering & Construction Corp Ltd","China"
"CNE100003L78","CNOOC Energy Technology & Services Ltd","China"
"US22788C1053","Crowdstrike Holdings Inc","United States of America"
"HK0000218211","Hua Hong Semiconductor Ltd","China"
"CNE100001CY9","Zhongji Innolight Co Ltd","China"
"CNE100002GK7","G-bits Network Technology Xiamen Co Ltd","China"
"NL0010696654","Uniqure NV","Netherlands"
"CNE100001SL2","Foshan Haitian Flavouring and Food Co Ltd","China"
"IT0004764699","Brunello Cucinelli SpA","Italy"
"CNE100001TW7","Dawning Information Industry Co Ltd","China"
"US22663K1079","Crinetics Pharmaceuticals Inc","United States of America"
"US23804L1035","Datadog Inc","United States of America"
"GB00BG0TPX62","Funding Circle Holdings PLC","United Kingdom"
"CNE100001ZF9","Wuxi Lead Intelligent Equipment Co Ltd","China"
"US74366E1029","Protagonist Therapeutics Inc","United States of America"
"NL0013056914","Elastic NV","Netherlands"
"US01671P1003","Allakos Inc","United States of America"
"US98980L1017","Zoom Video Communications Inc","United States of America"
"US83304A1060","Snap Inc","United States of America"
"NL0010872495","ProQR Therapeutics NV","Netherlands"
"US00773J1034","Aeglea Bio Therapeutics Inc","Unable to resolve all requested identifiers."
"SE0009806607","Munters Group AB","Sweden"
"US60468T1051","Mirati Therapeutics Inc","United States of America"
"US05464T1043","Axsome Therapeutics Inc","United States of America"
"DE000STAB1L8","Stabilus SA","Germany"
"IL0011301780","Wix.Com Ltd","Israel"
"KYG6501M1050","Nexteer Automotive Group Ltd","United States of America"
"DE0005403901","Cewe Stiftung & Co KGaA","Germany"
"FI4000074984","Valmet Oyj","Finland"
"US83422E1055","Solid Biosciences Inc","Unable to resolve all requested identifiers."
"US21833P1030","Corbus Pharmaceuticals Holdings Inc","Unable to resolve all requested identifiers."
"KYG9830T1067","Xiaomi Corp","China"
"US26210C1045","Dropbox Inc","United States of America"
"US40131M1099","Guardant Health Inc","United States of America"
"CNE100002G84","Shenzhen Goodix Technology Co., Ltd.","China"
"US60937P1066","MongoDB Inc","United States of America"
"DE0007274136","Sto SE & Co KgaA","Germany"
"US91381U1016","UNITY Biotechnology Inc","Unable to resolve all requested identifiers."
"DE000A111338","SLM Solutions Group AG","Germany"
"IL0011334468","Cyberark Software Ltd","Israel"
"CNE100002VW1","Guangzhou Kingmed Diagnostics Group Co Ltd","China"
"US76243J1051","Rhythm Pharmaceuticals Inc","United States of America"
"US91688F1049","Upwork Inc","United States of America"
"US4234031049","Hello Group Inc","China"
"US15677J1088","Ceridian HCM Holding Inc","United States of America"
"CNE100003662","Contemporary Amperex Technology Co Ltd","China"
"US81141R1005","Sea Ltd","Singapore"
"US50127T1097","Kura Oncology Inc","United States of America"
"DE0005936124","OHB SE","Germany"
"BE0974281132","Biocartis Group NV","Belgium"
"US78116T1034","Rubius Therapeutics Inc","United States of America"
"US24823R1059","Denali Therapeutics Inc","United States of America"
"GB00BY2Z0H74","PureTech Health PLC","United States of America"
"JP3298000005","Cosmo Energy Holdings Co Ltd","Japan"
"KYG3808R1011","General Interface Solution (GIS) Holding Ltd","Taiwan"
"SE0007158910","Alimak Group AB (publ)","Sweden"
"US4380831077","Homology Medicines Inc","United States of America"
"GB00BYQB9V88","TI Fluid Systems PLC","United Kingdom"
"US03836N1037","Aptinyx Inc","United States of America"
"US39868T1051","Gritstone Oncology Inc","United States of America"
"US04335A1051","Arvinas Inc","United States of America"
"KYG3825B1059","Genscript Biotech Corp","China"
"KYG596691041","Meituan","China"
"US05455M1009","AVROBIO Inc","United States of America"
"DE0006452907","Nemetschek SE","Germany"
"US9842411095","Y-mAbs Therapeutics, Inc","United States of America"
"KYG5966D1051","Meitu Inc","China"
"US03969F1093","Arcus Biosciences Inc","United States of America"
"US88025T1025","Tenable Holdings Inc","United States of America"
"US6760791060","Odonate Inc","Unable to resolve all requested identifiers."
"US55910K1088","Magenta Therapeutics Inc","Unable to resolve all requested identifiers."
"KR7267250009","HD Hyundai Co Ltd","Korea; Republic (S. Korea)"
"DE000JST4000","Jost Werke SE","Germany"
"US4622601007","Iovance Biotherapeutics Inc","United States of America"
"DE000BFB0019","Metro AG","Germany"
"CNE1000033T1","Sangfor Technologies Inc","China"
"US83417Q1058","SolarWinds Corp","Unable to resolve all requested identifiers."
"US7625441040","Ribbon Communications Inc","United States of America"
"US98887Q1040","Zai Lab Ltd","China"
"US1417881091","CarGurus Inc","United States of America"
"DE000NWRK013","New Work SE","Germany"
"US24344T1016","Deciphera Pharmaceuticals Inc","United States of America"
"DK0060907293","Nilfisk Holding A/S","Denmark"
"IE00BDVJJQ56","nVent Electric PLC","United Kingdom"
"US0213691035","Altair Engineering Inc","United States of America"
"US38341P1021","Gossamer Bio Inc","United States of America"
"US80706P1030","Scholar Rock Holding Corp","United States of America"
"US0900401060","Bilibili Inc","China"
"CA03879J1003","Arbutus Biopharma Corp","United States of America"
"US0197701065","Allogene Therapeutics Inc","United States of America"
"US44852D1081","HUYA Inc","China"
"BMG5269C1010","Kiniksa Pharmaceuticals Ltd","Bermuda"
"KYG8918W1069","Tongcheng-Elong Holdings Ltd","China"
"US04206A1016","Arlo Technologies Inc","United States of America"
"US7223041028","PDD Holdings Inc","Ireland; Republic of"
"US62914V1061","NIO Inc","China"
"KY30744W1070","Farfetch Ltd","United Kingdom"
"US76118Y1047","Resideo Technologies Inc","United States of America"
"US3665051054","Garrett Motion Inc","Switzerland"
"KYG549581067","Hansoh Pharmaceutical Group Co Ltd","China"
"GB00BFXZC448","Aston Martin Lagonda Global Holdings PLC","Unable to resolve all requested identifiers."
"IE00BF2HDL56","Osmotica Pharmaceuticals PLC","United States of America"
"US61775R1059","Morphic Holding Inc","United States of America"
"KYG4818G1010","Innovent Biologics Inc","China"
"US22052L1044","Corteva Inc","United States of America"
"US60770K1079","Moderna Inc","United States of America"
"IE00BFY8C754","Steris plc","Ireland; Republic of"
"US0144421072","Alector Inc","United States of America"
"DE000STRA555","Stratec SE","Germany"
"US23255M1053","Cyclerion Therapeutics Inc","Unable to resolve all requested identifiers."
"US68902V1070","Otis Worldwide Corp","United States of America"
"DE0005664809","Evotec SE","Germany"
"DE0007074007","KWS SAAT SE & Co KgaA","Germany"
"US29415F1049","Envista Holdings Corp","United States of America"
"DE000A2YN900","TeamViewer AG","Germany"
"US14448C1045","Carrier Global Corp","United States of America"
"DE0005493365","Hypoport SE","Germany"
NA,NA,NA
"KYG9830F1063","Yadea Group Holdings","China"
"MYL7113OO003","Top Glove Corporation Bhd","Malaysia"
"MYL1589OO000","Iskandar Waterfront City Bhd","Malaysia"
"MYL7045OO007","Scomi Energy Services Bhd","Malaysia"
"MYL5275OO002","myNEWS Holdings Bhd","Malaysia"
"MYL5191OO001","Tambun Indah Land Bhd","Malaysia"
"MYL5196OO000","Berjaya Food Bhd","Malaysia"
"MYL7153OO009","Kossan Rubber Industries Bhd","Malaysia"
"MYL5132OO005","Deleum Bhd","Malaysia"
"MYL5738OO009","Country Heights Holdings Bhd","Malaysia"
"MYL8478OO009","Hwa Tai Industries Bhd","Malaysia"
"MYL5101OO000","Evergreen Fibreboard Bhd","Malaysia"
"MYL5576OO003","Minho (M) Bhd","Malaysia"
"MYL5272OO009","Ranhill Utilities Bhd","Malaysia"
"MYL5703OO003","Muhibbah Engineering (M) Bhd","Malaysia"
"MYL2089OO000","United Plantations Bhd","Malaysia"
"MYL5211OO007","Sunway Bhd","Malaysia"
"MYL7081OO002","Pharmaniaga Bhd","Malaysia"
"MYL9822OO007","SAM Engineering & Equipment (M) Bhd","Malaysia"
"MYL5254OO007","Boustead Plantations Bhd","Malaysia"
"MYL6009OO004","Pacific & Orient Berhad","Malaysia"
"MYL8206OO004","Eco World Development Group Bhd","Malaysia"
"MYL5204OO002","Awanbiru Technology Bhd","Malaysia"
"MYL5878OO003","KPJ Healthcare Bhd","Malaysia"
"MYL3379OO004","Insas Bhd","Malaysia"
"MYL5236OO004","Matrix Concepts Holdings Bhd","Malaysia"
"MYL5216OO006","Datasonic Group Bhd","Malaysia"
"MYL5000OO004","Hume Industries Bhd","Malaysia"
"MYL6351OO000","Amway (Malaysia) Holdings Bhd","Malaysia"
"MYL7013OO005","Hubline Bhd","Malaysia"
"MYL8621OO004","LPI Capital Bhd","Malaysia"
"MYL6139OO009","Syarikat Takaful Malaysia Keluarga Bhd","Malaysia"
"MYL5202OO006","MSM Malaysia Holdings Bhd","Malaysia"
"MYL9679OO001","WCT Holdings Bhd","Malaysia"
"MYL5253OO009","Econpile Holdings Bhd","Malaysia"
"MYL5250OO005","7-Eleven Malaysia Holdings Bhd","Malaysia"
"MYL5279OO004","Serba Dinamik Holdings Bhd","Malaysia"
"MYL6599OO004","AEON CO (M) Bhd","Malaysia"
"MYQ0166OO007","Inari Amertron Bhd","Malaysia"
"MYL5161OO004","JCY International Bhd","Malaysia"
"MYL5106TO008","Axis Real Estate Investment Trust","Malaysia"
"MYL8966OO003","Prolexus Bhd","Malaysia"
"MYL5012OO009","Ta Ann Holdings Bhd","Malaysia"
"MYL5199OO004","Hibiscus Petroleum Bhd","Malaysia"
"MYL5212TO004","Pavilion Real Estate Investment Trust","Malaysia"
"MYL8877OO002","Ekovest Bhd","Malaysia"
"MYL9792OO002","SEG International Bhd","Malaysia"
"MYL5077OO002","Malaysian Bulk Carriers Bhd","Malaysia"
"MYQ0181OO006","Aemulus Holdings Bhd","Malaysia"
"MYL5247OO001","Karex Bhd","Malaysia"
"MYL6645OO005","Lingkaran Trans Kota Holdings Bhd","Malaysia"
"MYL5606OO008","IGB Bhd","Malaysia"
"MYL5088OO009","Apex Equity Holdings Bhd","Malaysia"
"MYL2143OO005","ECM Libra Group Bhd","Malaysia"
"MYL6521OO008","Suria Capital Holdings Bhd","Malaysia"
"MYL5258OO008","Bank Islam Malaysia Bhd","Malaysia"
"MYL6602OO006","BCB Bhd","Malaysia"
"MYQ0168OO003","Boilermech Holdings Bhd","Malaysia"
"MYL3247OO003","GUH Holdings Bhd","Malaysia"
"MYL5219OO000","PESTECH International Bhd","Malaysia"
"MYL5031OO009","TIME dotCom Bhd","Malaysia"
"MYL3301OO008","Hong Leong Industries Bhd","Malaysia"
"MYL6963OO002","VS Industry Bhd","Malaysia"
"MYL7293OO003","Yinson Holdings Bhd","Malaysia"
"MYL1368OO009","UEM Edgenta Bhd","Malaysia"
"MYL9059OO006","TSH Resources Bhd","Malaysia"
"MYQ0078OO004","Gdex Bhd","Malaysia"
"MYL8435OO009","Concrete Engineering Products Bhd","Malaysia"
"MYL8125OO006","Scientex Packaging (Ayer Keroh) Bhd","Malaysia"
"MYL5239OO008","Titijaya Land Bhd","Malaysia"
"MYL7250OO003","Uzma Bhd","Malaysia"
"MYL3611OO000","Paragon Globe Bhd","Malaysia"
"MYL2062OO007","Harbour-Link Group Bhd","Malaysia"
"MYL5075OO006","Plenitude Bhd","Malaysia"
"MYL3026OO001","Dutch Lady Milk Industries Bhd","Malaysia"
"MYQ0179OO000","Bioalpha Holdings Bhd","Malaysia"
"MYL4634OO001","Pos Malaysia Bhd","Malaysia"
"MYL3204OO004","George Kent (Malaysia) Bhd","Malaysia"
"MYL5267OO009","Xin Hwa Holdings Bhd","Malaysia"
"MYL5029OO003","Far East Holdings Bhd","Malaysia"
"MYL5120TO009","AmFIRST Real Estate Investment Trust","Malaysia"
"MYL5205OO009","Eversendai Corporation Bhd","Malaysia"
"MYL5131OO007","Zhulian Corp Bhd","Malaysia"
"MYL5020OO002","Glomac Bhd","Malaysia"
"MYL2259OO009","Talam Transform Bhd","Malaysia"
"MYL7100OO000","Uchi Technologies Bhd","Malaysia"
"MYL5085OO005","Mudajaya Group Bhd","Malaysia"
"MYL5263OO008","Sunway Construction Group Bhd","Malaysia"
"MYL5180TO003","CapitaLand Malaysia Mall Trust","Malaysia"
"MYL7106OO007","Supermax Corporation Bhd","Malaysia"
"MYL7155OO004","SKP Resources Bhd","Malaysia"
"MYQ0010OO007","IRIS Corporation Bhd","Malaysia"
"MYL4081OO005","Pan Malaysia Corporation Bhd","Malaysia"
"MYL5066OO005","NTPM Holdings Bhd","Malaysia"
"MYL5032OO007","Bintulu Port Holdings Bhd","Malaysia"
"MYL2127OO008","Comfort Gloves Bhd","Malaysia"
"MYL3417OO002","Eastern & Oriental Bhd","Malaysia"
"MYL4464OO003","Pegasus Heights Bhd","Malaysia"
"MYL5116TO007","Al-Aqar Healthcare REIT","Malaysia"
"MYL5789OO002","LBS Bina Group Bhd","Malaysia"
"MYL5227TO002","IGB Real Estate Investment Trust","Malaysia"
"MYL5190OO003","Benalec Holdings Bhd","Malaysia"
"MYL5176TO001","Sunway Real Estate Investment Trust","Malaysia"
"MYL5073OO001","Naim Holdings Bhd","Malaysia"
"MYL2682OO002","Parkwood Holdings Bhd","Malaysia"
"MYL5070OO007","Protasco Bhd","Malaysia"
"MYL2593OO001","United Malacca Bhd","Malaysia"
"MYQ0012OO003","Three-A Resources Bhd","Malaysia"
"MYL5139OO000","AEON Credit Service (M) Bhd","Malaysia"
"MYL3719OO001","Panasonic Manufacturing Malaysia Bhd","Malaysia"
"MYL6076OO003","Encorp Bhd","Malaysia"
"MYL5072OO003","Hiap Teck Venture Bhd","Malaysia"
"MYL5038OO004","KSL Holdings Bhd","Malaysia"
"MYL4944OO004","Nylex (Malaysia) Bhd","Malaysia"
"MYL3948OO006","DutaLand Bhd","Malaysia"
"MYQ0082OO006","Green Packet Bhd","Malaysia"
"MYL5166OO003","Minda Global Bhd","Malaysia"
"MYL4022OO009","Maxim Global Bhd","Malaysia"
"MYL5024OO004","Hup Seng Industries Bhd","Malaysia"
"MYL5230OO007","Tune Protect Group Bhd","Malaysia"
"MYL8893OO009","M K Land Holdings Bhd","Malaysia"
"MYL2674OO009","Alcom Group Bhd","Malaysia"
"MYL5649OO008","Golden Pharos Bhd","Malaysia"
"MYL5115OO000","Alam Maritim Resources Bhd","Malaysia"
"MYL3867OO008","Malaysian Pacific Industries Bhd","Malaysia"
"MYL2984OO002","FACB Industries Incorporated Bhd","Malaysia"
"MYL7229OO007","Favelle Favco Bhd","Malaysia"
"MYL5005OO003","Unisem (M) Bhd","Malaysia"
"MYL5265OO003","Dolphin International Bhd","Malaysia"
"MYL8397OO001","Tiong Nam Logistics Holdings Bhd","Malaysia"
"MYL5209OO001","Gas Malaysia Bhd","Malaysia"
"MYL5268OO007","Top Builders Capital Bhd","Malaysia"
"MYL5273OO007","Chin Hin Group Bhd","Malaysia"
"MYL5235SS008","KLCCP Stapled Group","Malaysia"
"MYQ0175OO008","HHRG Bhd","Malaysia"
"MYL4324OO009","Hengyuan Refining Company Bhd","Malaysia"
"MYL2828OO001","CI Holdings Bhd","Malaysia"
"MYL8583OO006","Mah Sing Group Bhd","Malaysia"
"MYL1163OO004","Allianz Malaysia Bhd","Malaysia"
"MYL5185OO003","Affin Bank Bhd","Malaysia"
"MYL5264OO006","Malakoff Corporation Bhd","Malaysia"
"MYL5200OO000","UOA Development Bhd","Malaysia"
"MYL3514OO006","Marco Holdings Bhd","Malaysia"
"MYL5071OO005","Coastal Contracts Bhd","Malaysia"
"MYL5257OO000","Carimin Petroleum Bhd","Malaysia"
"MYL5138OO002","Hap Seng Plantations Holdings Bhd","Malaysia"
"MYL5269TO004","Al-Salam Real Estate Investment Trust","Malaysia"
"MYL3018OO008","Olympia Industries Bhd","Malaysia"
"MYL7595OO001","MGB Bhd","Malaysia"
"MYL5182OO000","Avaland Bhd","Malaysia"
"MYL5371OO009","Kim Hin Industry Bhd","Malaysia"
"MYL3557OO005","EcoFirst Consolidated Bhd","Malaysia"
"MYL3883OO005","Muda Holdings Bhd","Malaysia"
"MYL8524OO000","Taliworks Corporation Bhd","Malaysia"
"MYL5015OO002","APM Automotive Holdings Bhd","Malaysia"
"MYL6556OO004","Ann Joo Resources Bhd","Malaysia"
"MYL5255OO004","Icon Offshore Bhd","Malaysia"
"MYL7052OO003","Padini Holdings Berhad","Malaysia"
"MYL7129OO009","Asia File Corporation Bhd","Malaysia"
"MYL1287OO001","Pan Malaysia Holdings Bhd","Malaysia"
"MYL7048OO001","Atlan Holdings Bhd","Malaysia"
"MYL9288OO001","Bonia Corporation Bhd","Malaysia"
"MYL5112OO007","TH Plantations Bhd","Malaysia"
"MYL4286OO000","Seal Incorporated Bhd","Malaysia"
"MYL8133OO000","Boustead Heavy Industries Corporation Bhd","Malaysia"
"MYL5094OO007","CSC Steel Holdings Bhd","Malaysia"
"MYL7076OO002","CB Industrial Product Holding Bhd","Malaysia"
"MYQ0176OO006","Kronologi Asia Bhd","Malaysia"
"MYL5908OO008","DKSH Holdings (Malaysia) Bhd","Malaysia"
"MYL6718OO000","Crescendo Corporation Bhd","Malaysia"
"MYL5797OO005","Choo Bee Metal Industries Bhd","Malaysia"
"MYL7251OO001","Barakah Offshore Petroleum Bhd","Malaysia"
"MYL2852OO001","Cahya Mata Sarawak Bhd","Malaysia"
"MYL1996OO007","Kretam Holdings Bhd","Malaysia"
"MYL1724OO003","Paramount Corporation Bhd","Malaysia"
"MYL3069OO001","Mega First Corporation Bhd","Malaysia"
"MYL5141OO006","Dayang Enterprise Holdings Bhd","Malaysia"
"MYL8338OO005","Dataprep Holdings Bhd","Malaysia"
"MYL5238OO000","AirAsia X Bhd","Malaysia"
"MYL4219OO001","Berjaya Land Bhd","Malaysia"
"MYL1481OO000","Advance Synergy Bhd","Malaysia"
"MYL4456OO009","Dagang NeXchange Bhd","Malaysia"
"MYL5169OO007","Ho Hup Construction Company Bhd","Malaysia"
"MYL7022OO006","Globetronics Technology Bhd","Malaysia"
"MYL1651OO008","Malaysian Resources Corporation Bhd","Malaysia"
"MYL7528OO002","DKLS Industries Bhd","Malaysia"
"MYL8419OO003","Pansar Bhd","Malaysia"
"MYL4758OO008","Ancom Bhd","Malaysia"
"MYL3239OO000","Berjaya Assets Bhd","Malaysia"
"MYL2054OO004","TDM Bhd","Malaysia"
"MYL5102OO008","Guan Chong Bhd","Malaysia"
"MYL4057OO005","Asian Pac Holdings Bhd","Malaysia"
"MYL8648OO007","Jasa Kita Bhd","Malaysia"
"FR0010112524","Nexity SA","France"
"US70451A1043","Paysign Inc","United States of America"
"US8926721064","Tradeweb Markets Inc","United States of America"
"BRSMTOACNOR3","Sao Martinho SA","Brazil"
"NL0000888691","AMG Critical Materials NV","Netherlands"
"BRSAPRACNPR6","Companhia de Saneamento do Parana Sanepar","Brazil"
"BREZTCACNOR0","EZTEC Empreendimentos e Participacoes SA","Brazil"
"BMG359472021","FLEX LNG Ltd","Bermuda"
"FR0013258662","ALD SA","France"
"US68621T1025","Origin Bancorp Inc","United States of America"
"FR0010386334","Clariane SE","France"
"CNE100003688","China Tower Corp Ltd","China"
"KYG9593A1040","Wharf Real Estate Investment Company Ltd","Hong Kong"
"BRHAPVACNOR4","Hapvida Participacoes e Investimentos SA","Brazil"
"NL0012365084","NSI NV","Netherlands"
"US86877M2098","Surface Oncology Inc","United States of America"
"COB13PA00019","Banco Bilbao Vizcaya Argentaria Colombia SA","Colombia"
"FR0000031775","Vicat SA","France"
"FR0000064784","Peugeot Invest SA","France"
"IT0005176406","Enav SpA","Italy"
"DE0007493991","Stroeer SE & Co KGaA","Germany"
"VN000000KBC7","Kinhbac City Development Holding Corp","Vietnam"
"GB00BFFK8T45","Amigo Holdings PLC","United Kingdom"
"US87615L1070","Target Hospitality Corp","United States of America"
"SA1230K1UGH7","Abdullah Al Othaim Markets CompanySJSC","Saudi Arabia"
"RU000A0JPGA0","M.video PAO","Russia"
"CA26886R1047","EQB Inc","Canada"
"GG00B1W3VF54","Sirius Real Estate Ltd","Guernsey"
"US6837971042","Oppenheimer Holdings Inc","United States of America"
"SE0017161243","Fortnox AB","Sweden"
"FR0011665280","Figeac Aero SARL","France"
"US7110401053","Peoples Financial Services Corp","United States of America"
"DE0005227201","Biotest AG","Germany"
"TH0637010Y00","Ratch Group PCL","Thailand"
"KYG4290A1013","Haidilao International Holding Ltd","China"
"US7404441047","Preformed Line Products Co","United States of America"
"TH0689010Z00","Krungthai Card PCL","Thailand"
"TREMAVI00037","Mavi Giyim Sanayi ve Ticaret AS","Turkey"
"KZ000A0LE0S4","Halyk Bank AO","Kazakhstan"
"NGNESTLE0006","Nestle Nigeria PLC","Nigeria"
"JP3801600002","Pigeon Corp","Japan"
"VN000000BVH3","BaoViet Holdings","Vietnam"
"CNE100000PS5","Rainbow Digital Commercial Co Ltd","China"
"CNE100000G29","China Tourism Group Duty Free Corp Ltd","China"
"NGUBA0000001","United Bank for Africa PLC","Nigeria"
"CA46071W2058","InterRent Real Estate Investment Trust","Canada"
"NGZENITHBNK9","Zenith Bank PLC","Nigeria"
"GB00BYWVDP49","Sabre Insurance Group PLC","United Kingdom"
"ROTLVAACNOR1","Banca Transilvania SA","Romania"
"AED000601016","Dubai Investments PJSC","United Arab Emirates"
"AEC000201017","Commercial Bank of Dubai PSC","United Arab Emirates"
"NO0004822503","Atea ASA","Norway"
"DE0005111702","Zooplus AG","Germany"
"TRAGLMDE91R3","Global Yatirim Holding AS","Turkey"
"TRAAYGAZ91E0","Aygaz AS","Turkey"
"US63845R1077","National Vision Holdings Inc","United States of America"
"US1556851004","Central Valley Community Bancorp","United States of America"
"TREMGTI00012","Migros Ticaret AS","Turkey"
"TRAECILC91E0","EIS Eczacibasi Ilac Sinai ve Finansal Yatirimlar Sanayi ve Ticaret AS","Turkey"
"TRAVESTL91H6","Vestel Elektronik Sanayi ve Ticaret AS","Turkey"
"TRAKRDMR91G7","Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS","Turkey"
"TRAAKSAW91E1","Aksa Akrilik Kimya Sanayii AS","Turkey"
"DE0008303504","TAG Immobilien AG","Germany"
"DE000SHL1006","Siemens Healthineers AG","Germany"
"TRAANSGR91O1","Anadolu Anonim Turk Sigorta Sti","Turkey"
"SA1210540914","Bupa Arabia for Cooperative Insurance Company SJSC","Saudi Arabia"
"CA4707481046","Jamieson Wellness Inc","Canada"
"NO0010073489","Austevoll Seafood ASA","Norway"
"TRADOHOL91Q8","Dogan Sirketler Grubu Holding AS","Turkey"
"DE000A0DNAY5","bet-at-home.com AG","Germany"
"TRASASAW91E4","SASA Polyester Sanayi AS","Turkey"
"US36257Y1091","GSX Techedu Inc","China"
"NO0006000801","Sparebank 1 Nord-Norge","Norway"
"NO0003096208","Leroy Seafood Group ASA","Norway"
"ZAE000259479","Pepkor Holdings Ltd","South Africa"
"TRAZOREN91L8","Zorlu Enerji Elektrik Uretim AS","Turkey"
"TW0002327004","Yageo Corp","Taiwan"
"NO0006390301","Sparebank 1 SMN","Norway"
"DE0005194062","BayWa AG","Germany"
"TREDOTO00013","Dogus Otomotiv Servis ve Ticaret AS","Turkey"
"NO0010816093","Elkem ASA","Norway"
"ARLRIC300027","Laboratorios Richmond SACIF","Argentina"
"TRETKHO00012","Tekfen Holding AS","Turkey"
"TRAKORDS91B2","Kordsa Teknik Tekstil AS","Turkey"
"TRAOTKAR91H3","Otokar Otomotiv ve Savunma Sanayi AS","Turkey"
"DE0005550602","Draegerwerk AG & Co KGaA","Germany"
"DE000A0JL9W6","Verbio Vereinigte Bioenergie AG","Germany"
"JP3046390005","Daiwa House Reit Investment Corp","Japan"
"US9588921018","Western New England Bancorp Inc","United States of America"
"NO0003055501","Nordic Semiconductor ASA","Norway"
"DE000A1X3XX4","DIC Asset AG","Germany"
"TRETTRK00010","Turk Traktor ve Ziraat Makineleri AS","Turkey"
"MU0461N00015","Lighthouse Properties PLC","Malta"
